coa_id,bu_id,source_id,segment1_id,segment2_id,user_listing_id,approved_by_id,year_flag,period_flag,EY_period,journal_type,reporting_curr_cd,functional_curr_cd,source_type,current_amount,prior_amount,count_of_je_line_items,count_of_manual_je_lines,manual_amount,manual_functional_amount,count_ofdistinct_preparers,total_debit_activity,largest_line_item,largest_functional_line_item,total_credit_activity,net_reporting_amount,net_reporting_amount_credit,net_reporting_amount_debit,net_functional_amount,net_functional_amount_credit,net_functional_amount_debit,functional_ending_balance,reporting_ending_balance,net_functional_amount_current,net_functional_amount_prior,net_reporting_amount_current,net_reporting_amount_prior
1766,10,14,30,26,22,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-16857.91,0,3,3,-16857.91,-3755.65,1,0,0,2483.1,0,0,0,0,-3755.65,3755.65,0,0,0,-3755.65,0,0,0
1769,4,2,30,26,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,52802.3,0,1,1,52802.3,11693.05,1,52802.3,0,11693.05,0,0,0,0,11693.05,0,11693.05,0,0,11693.05,0,0,0
1769,4,10,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,5852.23,0,3,3,5852.23,4794.13,1,5852.23,0,4480.55,0,0,0,0,4794.13,0,4794.13,0,0,4794.13,0,0,0
1769,4,11,30,26,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,35.28,0,1,1,35.28,35.28,1,35.28,0,35.28,0,0,0,0,35.28,0,35.28,0,0,35.28,0,0,0
1769,4,14,30,26,13,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,-162794.55,0,1,1,-162794.55,-36010.92,1,0,0,36010.92,0,0,0,0,-36010.92,36010.92,0,0,0,-36010.92,0,0,0
1769,4,14,30,26,20,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,-39490.36,0,3,3,-39490.36,-39490.36,1,0,0,33324.82,0,0,0,0,-39490.36,39490.36,0,0,0,-39490.36,0,0,0
1769,4,14,30,26,22,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-51976.55,0,3,3,-51976.55,-51976.55,1,0,0,35125.61,0,0,0,0,-51976.55,51976.55,0,0,0,-51976.55,0,0,0
1769,4,19,30,26,22,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,-105947.44,0,9,9,-105947.44,-76001.92,1,0,0,18081.6,0,0,0,0,-76001.92,76001.92,0,0,0,-76001.92,0,0,0
1769,4,19,30,26,22,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,-162911.2,0,5,5,-162911.2,-42714.68,1,0,0,14319.78,0,0,0,0,-42714.68,42714.68,0,0,0,-42714.68,0,0,0
1769,4,19,30,26,22,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-64917.9,0,6,6,-64917.9,-51506.08,1,0,0,20200.68,0,0,0,0,-51506.08,51506.08,0,0,0,-51506.08,0,0,0
1756,8,22,32,28,27,0,CY,IP,2014-006,Manual,EY_NA,RON,Activity,5147.18,0,1,1,5147.18,5147.18,1,5147.18,0,5147.18,0,0,0,0,5147.18,0,5147.18,0,0,5147.18,0,0,0
1761,5,11,30,26,22,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,7512,0,2,2,7512,1671.21,1,7512,0,836.32,0,0,0,0,1671.21,0,1671.21,0,0,1671.21,0,0,0
1761,5,14,30,26,20,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-281997.6,0,3,3,-281997.6,-64500.83,1,0,0,53750.69,0,0,0,0,-64500.83,64500.83,0,0,0,-64500.83,0,0,0
1761,5,14,30,26,22,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,-164.94,0,1,1,-164.94,-36.49,1,0,0,36.49,0,0,0,0,-36.49,36.49,0,0,0,-36.49,0,0,0
1761,5,36,30,26,20,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,182152.34,0,3,3,182152.34,40731.57,1,182152.34,0,24428.09,0,0,0,0,40731.57,0,40731.57,0,0,40731.57,0,0,0
1761,5,36,30,26,20,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,31000,0,1,1,31000,7073.43,1,31000,0,7073.43,0,0,0,0,7073.43,0,7073.43,0,0,7073.43,0,0,0
1762,6,19,31,27,21,0,CY,IP,2014-003,Manual,EY_NA,MYR,Activity,-11018.64,0,1,1,-11018.64,-11018.64,1,0,0,11018.64,0,0,0,0,-11018.64,11018.64,0,0,0,-11018.64,0,0,0
1762,6,19,31,27,21,0,CY,IP,2014-006,Manual,EY_NA,MYR,Activity,-12768,0,1,1,-12768,-12768,1,0,0,12768,0,0,0,0,-12768,12768,0,0,0,-12768,0,0,0
1764,8,14,32,28,27,0,CY,IP,2014-006,Manual,EY_NA,RON,Activity,-572.96,0,2,2,-572.96,-2513.58,1,0,0,1702.86,0,0,0,0,-2513.58,2513.58,0,0,0,-2513.58,0,0,0
1764,8,19,32,28,27,0,CY,IP,2014-002,Manual,EY_NA,RON,Activity,-7683.8,0,1,1,-7683.8,-34603.23,1,0,0,34603.23,0,0,0,0,-34603.23,34603.23,0,0,0,-34603.23,0,0,0
1766,10,14,30,26,20,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-4088.92,0,3,3,-4088.92,-935.26,1,0,0,920.14,0,0,0,0,-935.26,935.26,0,0,0,-935.26,0,0,0
1766,10,19,30,26,22,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-45003.1,0,3,3,-45003.1,-10214.77,1,0,0,8501.8,0,0,0,0,-10214.77,10214.77,0,0,0,-10214.77,0,0,0
1769,4,2,30,26,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,45805.25,0,2,2,45805.25,31726.62,1,45805.25,0,27720,0,0,0,0,31726.62,0,31726.62,0,0,31726.62,0,0,0
1769,4,2,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,11635.45,0,1,1,11635.45,11635.45,1,11635.45,0,11635.45,0,0,0,0,11635.45,0,11635.45,0,0,11635.45,0,0,0
1769,4,10,30,26,20,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,136708.62,0,2,2,136708.62,32788.3,1,136708.62,0,30818.6,0,0,0,0,32788.3,0,32788.3,0,0,32788.3,0,0,0
1769,4,11,30,26,22,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,374.44,0,1,1,374.44,374.44,1,374.44,0,374.44,0,0,0,0,374.44,0,374.44,0,0,374.44,0,0,0
1769,4,14,30,26,22,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,-190695.18,0,7,7,-190695.18,-67968.37,1,0,0,33697.68,0,0,0,0,-67968.37,67968.37,0,0,0,-67968.37,0,0,0
1769,4,14,30,26,22,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,-295581.04,0,8,8,-295581.04,-65814.72,1,0,0,23686.6,0,0,0,0,-65814.72,65814.72,0,0,0,-65814.72,0,0,0
1769,4,19,30,26,20,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,-33769.44,0,6,6,-33769.44,-15932.92,1,0,0,5125.72,0,0,0,0,-15932.92,15932.92,0,0,0,-15932.92,0,0,0
1769,4,36,30,26,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,99521.48,0,8,8,99521.48,67155.83,1,127241.48,0,27720,0,0,0,0,67155.83,27720,94875.83,0,0,67155.83,0,0,0
1769,4,36,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,356227.22,0,5,5,356227.22,175239.48,1,356227.22,0,68819.71,0,0,0,0,175239.48,0,175239.48,0,0,175239.48,0,0,0
1769,4,36,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,244780.49,0,5,5,244780.49,183034.5,1,244780.49,0,81878.88,0,0,0,0,183034.5,0,183034.5,0,0,183034.5,0,0,0
1781,5,23,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-11227.24,0,1,1,-11227.24,-11227.24,1,0,0,11227.24,0,0,0,0,-11227.24,11227.24,0,0,0,-11227.24,0,0,0
1781,5,23,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,-9962.93,0,1,1,-9962.93,-9962.93,1,0,0,9962.93,0,0,0,0,-9962.93,9962.93,0,0,0,-9962.93,0,0,0
1785,8,2,32,28,27,0,CY,IP,2014-003,Manual,EY_NA,RON,Activity,3261,0,1,1,3261,3261,1,3261,0,3261,0,0,0,0,3261,0,3261,0,0,3261,0,0,0
1785,8,22,32,28,27,0,CY,IP,2014-001,Manual,EY_NA,RON,Activity,-2538,0,2,2,-2538,-2538,1,0,0,2336,0,0,0,0,-2538,2538,0,0,0,-2538,0,0,0
1786,8,2,32,28,27,0,CY,IP,2014-003,Manual,EY_NA,RON,Activity,255,0,1,1,255,255,1,255,0,255,0,0,0,0,255,0,255,0,0,255,0,0,0
1786,8,22,32,28,27,0,CY,IP,2014-004,Manual,EY_NA,RON,Activity,-297,0,1,1,-297,-297,1,0,0,297,0,0,0,0,-297,297,0,0,0,-297,0,0,0
1789,3,22,30,26,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,0,0,2,2,0,0,1,119.1,0,119.1,0,0,0,0,0,119.1,119.1,0,0,0,0,0,0
1790,4,22,30,26,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,0,0,2,2,0,0,1,30.56,0,30.56,0,0,0,0,0,30.56,30.56,0,0,0,0,0,0
1790,4,22,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,0,0,2,2,0,0,1,33.63,0,33.63,0,0,0,0,0,33.63,33.63,0,0,0,0,0,0
1790,4,22,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,0,0,2,2,0,0,1,33.63,0,33.63,0,0,0,0,0,33.63,33.63,0,0,0,0,0,0
1791,5,22,30,26,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,0,0,2,2,0,0,1,36.7,0,36.7,0,0,0,0,0,36.7,36.7,0,0,0,0,0,0
1791,5,22,30,26,20,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,0,0,2,2,0,0,1,33.63,0,33.63,0,0,0,0,0,33.63,33.63,0,0,0,0,0,0
1793,4,22,30,26,13,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,-1500.18,0,1,1,-1500.18,-1500.18,1,0,0,1500.18,0,0,0,0,-1500.18,1500.18,0,0,0,-1500.18,0,0,0
1793,4,22,30,26,13,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,17662.42,0,1,1,17662.42,17662.42,1,17662.42,0,17662.42,0,0,0,0,17662.42,0,17662.42,0,0,17662.42,0,0,0
1808,8,3,7,7,13,0,CY,IP,2014-001,Manual,EY_NA,RON,Activity,8233.88,0,1,1,8233.88,8233.88,1,8233.88,0,8233.88,0,0,0,0,8233.88,0,8233.88,0,0,8233.88,0,0,0
1808,8,3,7,7,13,0,CY,IP,2014-003,Manual,EY_NA,RON,Activity,8233.88,0,1,1,8233.88,8233.88,1,8233.88,0,8233.88,0,0,0,0,8233.88,0,8233.88,0,0,8233.88,0,0,0
1769,4,19,30,26,22,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-118991.8,0,13,13,-118991.8,-58697.48,1,10203.48,0,10203.48,0,0,0,0,-58697.48,68900.96,10203.48,0,0,-58697.48,0,0,0
1769,4,19,30,26,22,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,-41523.48,0,4,4,-41523.48,-41523.48,1,381,0,22683.24,0,0,0,0,-41523.48,41904.48,381,0,0,-41523.48,0,0,0
1769,4,36,30,26,20,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,272582.27,0,7,7,272582.27,82031.52,1,272582.27,0,39729.58,0,0,0,0,82031.52,0,82031.52,0,0,82031.52,0,0,0
1769,4,36,30,26,22,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,74417.34,0,1,1,74417.34,16546.06,1,74417.34,0,16546.06,0,0,0,0,16546.06,0,16546.06,0,0,16546.06,0,0,0
1770,8,2,32,28,20,0,CY,IP,2014-004,Manual,EY_NA,RON,Activity,-13935.68,0,1,1,-13935.68,-62018,1,0,0,62018,0,0,0,0,-62018,62018,0,0,0,-62018,0,0,0
1770,8,2,32,28,27,0,CY,IP,2014-005,Manual,EY_NA,RON,Activity,-25280.32,0,2,2,-25280.32,-25280.32,1,0,0,23147,0,0,0,0,-25280.32,25280.32,0,0,0,-25280.32,0,0,0
1770,8,33,32,28,27,0,CY,IP,2014-004,Manual,EY_NA,RON,Activity,-61780,0,2,2,-61780,-61780,1,0,0,34780,0,0,0,0,-61780,61780,0,0,0,-61780,0,0,0
1770,8,36,32,28,27,0,CY,IP,2014-001,Manual,EY_NA,RON,Activity,2975.47,0,1,1,2975.47,2975.47,1,2975.47,0,2975.47,0,0,0,0,2975.47,0,2975.47,0,0,2975.47,0,0,0
1778,4,23,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-189896,0,1,1,-189896,-189896,1,0,0,189896,0,0,0,0,-189896,189896,0,0,0,-189896,0,0,0
1778,4,23,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,-161221,0,1,1,-161221,-161221,1,0,0,161221,0,0,0,0,-161221,161221,0,0,0,-161221,0,0,0
1778,4,33,30,26,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,194130,0,1,1,194130,194130,1,194130,0,194130,0,0,0,0,194130,0,194130,0,0,194130,0,0,0
1780,4,22,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,71.52,0,1,1,71.52,71.52,1,71.52,0,71.52,0,0,0,0,71.52,0,71.52,0,0,71.52,0,0,0
1780,4,33,30,26,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,37526.81,0,1,1,37526.81,45366.07,1,37526.81,0,45366.07,0,0,0,0,45366.07,0,45366.07,0,0,45366.07,0,0,0
1785,8,2,32,28,27,0,CY,IP,2014-002,Manual,EY_NA,RON,Activity,4446,0,2,2,4446,4446,1,4446,0,2634,0,0,0,0,4446,0,4446,0,0,4446,0,0,0
1786,8,2,32,28,27,0,CY,IP,2014-002,Manual,EY_NA,RON,Activity,420,0,2,2,420,420,1,420,0,210,0,0,0,0,420,0,420,0,0,420,0,0,0
1789,3,22,30,26,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,0,0,2,2,0,0,1,113.54,0,113.54,0,0,0,0,0,113.54,113.54,0,0,0,0,0,0
1789,3,22,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,0,0,2,2,0,0,1,119.1,0,119.1,0,0,0,0,0,119.1,119.1,0,0,0,0,0,0
1790,4,22,30,26,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,0,0,2,2,0,0,1,36.7,0,36.7,0,0,0,0,0,36.7,36.7,0,0,0,0,0,0
1791,5,22,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,0,0,2,2,0,0,1,33.63,0,33.63,0,0,0,0,0,33.63,33.63,0,0,0,0,0,0
1808,8,3,7,7,27,0,CY,IP,2014-002,Manual,EY_NA,RON,Activity,8233.87,0,1,1,8233.87,8233.87,1,8233.87,0,8233.87,0,0,0,0,8233.87,0,8233.87,0,0,8233.87,0,0,0
1808,8,3,7,7,27,0,CY,IP,2014-004,Manual,EY_NA,RON,Activity,8233.88,0,1,1,8233.88,8233.88,1,8233.88,0,8233.88,0,0,0,0,8233.88,0,8233.88,0,0,8233.88,0,0,0
1808,8,23,26,22,27,0,CY,IP,2014-001,Manual,EY_NA,RON,Activity,-8233.88,0,1,1,-8233.88,-8233.88,1,0,0,8233.88,0,0,0,0,-8233.88,8233.88,0,0,0,-8233.88,0,0,0
1808,8,23,26,22,27,0,CY,IP,2014-006,Manual,EY_NA,RON,Activity,-8587.23,0,1,1,-8587.23,-8587.23,1,0,0,8587.23,0,0,0,0,-8587.23,8587.23,0,0,0,-8587.23,0,0,0
1812,3,3,3,15,13,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,2387.96,0,1,1,2387.96,2387.96,1,2387.96,0,2387.96,0,0,0,0,2387.96,0,2387.96,0,0,2387.96,0,0,0
1812,3,3,3,15,13,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,2387.96,0,1,1,2387.96,2387.96,1,2387.96,0,2387.96,0,0,0,0,2387.96,0,2387.96,0,0,2387.96,0,0,0
