1/1/13 12:00 AM,0
1/2/13 12:00 AM,0
1/3/13 12:00 AM,0
1/4/13 12:00 AM,0
1/5/13 12:00 AM,0
1/6/13 12:00 AM,0
1/7/13 12:00 AM,1
1/8/13 12:00 AM,1
1/9/13 12:00 AM,1
1/10/13 12:00 AM,1
1/11/13 12:00 AM,1
1/12/13 12:00 AM,1
1/13/13 12:00 AM,1
1/14/13 12:00 AM,2
1/15/13 12:00 AM,2
1/16/13 12:00 AM,2
1/17/13 12:00 AM,2
1/18/13 12:00 AM,2
1/19/13 12:00 AM,2
1/20/13 12:00 AM,2
1/21/13 12:00 AM,3
1/22/13 12:00 AM,3
1/23/13 12:00 AM,3
1/24/13 12:00 AM,3
1/25/13 12:00 AM,3
1/26/13 12:00 AM,3
1/27/13 12:00 AM,3
1/28/13 12:00 AM,4
1/29/13 12:00 AM,4
1/30/13 12:00 AM,4
1/31/13 12:00 AM,4
2/1/13 12:00 AM,0
2/2/13 12:00 AM,0
2/3/13 12:00 AM,0
2/4/13 12:00 AM,1
2/5/13 12:00 AM,1
2/6/13 12:00 AM,1
2/7/13 12:00 AM,1
2/8/13 12:00 AM,1
2/9/13 12:00 AM,1
2/10/13 12:00 AM,1
2/11/13 12:00 AM,2
2/12/13 12:00 AM,2
2/13/13 12:00 AM,2
2/14/13 12:00 AM,2
2/15/13 12:00 AM,2
2/16/13 12:00 AM,2
2/17/13 12:00 AM,2
2/18/13 12:00 AM,3
2/19/13 12:00 AM,3
2/20/13 12:00 AM,3
2/21/13 12:00 AM,3
2/22/13 12:00 AM,3
2/23/13 12:00 AM,3
2/24/13 12:00 AM,3
2/25/13 12:00 AM,4
2/26/13 12:00 AM,4
2/27/13 12:00 AM,4
2/28/13 12:00 AM,4
3/1/13 12:00 AM,0
3/2/13 12:00 AM,0
3/3/13 12:00 AM,0
3/4/13 12:00 AM,1
3/5/13 12:00 AM,1
3/6/13 12:00 AM,1
3/7/13 12:00 AM,1
3/8/13 12:00 AM,1
3/9/13 12:00 AM,1
3/10/13 12:00 AM,1
3/11/13 12:00 AM,2
3/12/13 12:00 AM,2
3/13/13 12:00 AM,2
3/14/13 12:00 AM,2
3/15/13 12:00 AM,2
3/16/13 12:00 AM,2
3/17/13 12:00 AM,2
3/18/13 12:00 AM,3
3/19/13 12:00 AM,3
3/20/13 12:00 AM,3
3/21/13 12:00 AM,3
3/22/13 12:00 AM,3
3/23/13 12:00 AM,3
3/24/13 12:00 AM,3
3/25/13 12:00 AM,4
3/26/13 12:00 AM,4
3/27/13 12:00 AM,4
3/28/13 12:00 AM,4
3/29/13 12:00 AM,4
3/30/13 12:00 AM,4
3/31/13 12:00 AM,4
4/1/13 12:00 AM,1
4/2/13 12:00 AM,1
4/3/13 12:00 AM,1
4/4/13 12:00 AM,1
4/5/13 12:00 AM,1
4/6/13 12:00 AM,1
4/7/13 12:00 AM,1
4/8/13 12:00 AM,2
4/9/13 12:00 AM,2
4/10/13 12:00 AM,2
4/11/13 12:00 AM,2
4/12/13 12:00 AM,2
4/13/13 12:00 AM,2
4/14/13 12:00 AM,2
4/15/13 12:00 AM,3
4/16/13 12:00 AM,3
4/17/13 12:00 AM,3
4/18/13 12:00 AM,3
4/19/13 12:00 AM,3
4/20/13 12:00 AM,3
4/21/13 12:00 AM,3
4/22/13 12:00 AM,4
4/23/13 12:00 AM,4
4/24/13 12:00 AM,4
4/25/13 12:00 AM,4
4/26/13 12:00 AM,4
4/27/13 12:00 AM,4
4/28/13 12:00 AM,4
4/29/13 12:00 AM,5
4/30/13 12:00 AM,5
5/1/13 12:00 AM,0
5/2/13 12:00 AM,0
5/3/13 12:00 AM,0
5/4/13 12:00 AM,0
5/5/13 12:00 AM,0
5/6/13 12:00 AM,1
5/7/13 12:00 AM,1
5/8/13 12:00 AM,1
5/9/13 12:00 AM,1
5/10/13 12:00 AM,1
5/11/13 12:00 AM,1
5/12/13 12:00 AM,1
5/13/13 12:00 AM,2
5/14/13 12:00 AM,2
5/15/13 12:00 AM,2
5/16/13 12:00 AM,2
5/17/13 12:00 AM,2
5/18/13 12:00 AM,2
5/19/13 12:00 AM,2
5/20/13 12:00 AM,3
5/21/13 12:00 AM,3
5/22/13 12:00 AM,3
5/23/13 12:00 AM,3
5/24/13 12:00 AM,3
5/25/13 12:00 AM,3
5/26/13 12:00 AM,3
5/27/13 12:00 AM,4
5/28/13 12:00 AM,4
5/29/13 12:00 AM,4
5/30/13 12:00 AM,4
5/31/13 12:00 AM,4
6/1/13 12:00 AM,0
6/2/13 12:00 AM,0
6/3/13 12:00 AM,1
6/4/13 12:00 AM,1
6/5/13 12:00 AM,1
6/6/13 12:00 AM,1
6/7/13 12:00 AM,1
6/8/13 12:00 AM,1
6/9/13 12:00 AM,1
6/10/13 12:00 AM,2
6/11/13 12:00 AM,2
6/12/13 12:00 AM,2
6/13/13 12:00 AM,2
6/14/13 12:00 AM,2
6/15/13 12:00 AM,2
6/16/13 12:00 AM,2
6/17/13 12:00 AM,3
6/18/13 12:00 AM,3
6/19/13 12:00 AM,3
6/20/13 12:00 AM,3
6/21/13 12:00 AM,3
6/22/13 12:00 AM,3
6/23/13 12:00 AM,3
6/24/13 12:00 AM,4
6/25/13 12:00 AM,4
6/26/13 12:00 AM,4
6/27/13 12:00 AM,4
6/28/13 12:00 AM,4
6/29/13 12:00 AM,4
6/30/13 12:00 AM,4
7/1/13 12:00 AM,1
7/2/13 12:00 AM,1
7/3/13 12:00 AM,1
7/4/13 12:00 AM,1
7/5/13 12:00 AM,1
7/6/13 12:00 AM,1
7/7/13 12:00 AM,1
7/8/13 12:00 AM,2
7/9/13 12:00 AM,2
7/10/13 12:00 AM,2
7/11/13 12:00 AM,2
7/12/13 12:00 AM,2
7/13/13 12:00 AM,2
7/14/13 12:00 AM,2
7/15/13 12:00 AM,3
7/16/13 12:00 AM,3
7/17/13 12:00 AM,3
